entropy,rarity,attn_var,kv_bits,latency,accuracy
7.9020148188944015,-0.0,0.048828125,16,4.258692264556885,0.03681034253805994
5.128542556950757,1.0986122886681098,0.048828125,8,4.258692264556885,8.295677125115294
5.242576329983258,1.6094379124341003,0.048828125,8,4.258692264556885,0.0615469588283358
2.86903374443291,1.9459101490553135,0.048828125,4,4.258692264556885,23.585413497996797
1.3771954438119218,2.1972245773362196,0.048828125,2,4.258692264556885,61.970104861517136
4.663899531565514,2.3978952727983707,0.048828125,8,4.258692264556885,0.19858660726423438
3.8072970447858583,2.5649493574615367,0.048828125,4,4.258692264556885,12.430923387727288
4.1826708950635165,2.70805020110221,0.048828125,8,4.258692264556885,0.14974019461638893
7.84527434202705,2.833213344056216,0.020477294921875,16,1.7976760864257812,0.005889851871301018
5.192566083528366,2.9444389791664407,0.020477294921875,8,1.7976760864257812,0.01948921858271801
3.850785397268658,3.044522437723423,0.020477294921875,4,1.7976760864257812,3.500403397859955
4.401607262493695,2.4423470353692043,0.020477294921875,8,1.7976760864257812,5.522292229271968
6.602079445176718,3.1780538303479458,0.020477294921875,16,1.7976760864257812,0.4598513865853273
3.990167724066559,3.258096538021482,0.020477294921875,4,1.7976760864257812,0.012137814210088204
5.2456190184006966,2.639057329615259,0.020477294921875,8,1.7976760864257812,4.504105371916175
4.374013013411545,3.367295829986474,0.020477294921875,8,1.7976760864257812,12.756052193937958
5.193016595914729,3.4339872044851463,0.020477294921875,8,1.7976760864257812,0.16214375148339982
2.811986502582566,3.4965075614664802,0.020477294921875,4,1.7976760864257812,10.57776835959922
2.3887995888359956,3.5553480614894135,0.020477294921875,4,1.7976760864257812,24.181173077453032
5.193170589380731,3.6109179126442243,0.020477294921875,8,1.7976760864257812,1.0316762972095985
2.271480634553834,3.6635616461296463,0.020477294921875,4,1.7976760864257812,45.066900697331135
2.1220641952344943,3.713572066704308,0.020477294921875,4,1.7976760864257812,0.15140587139775613
3.055096014601782,2.662587827025453,0.020477294921875,4,1.7976760864257812,22.561874094571717
3.930557512459997,3.0910424533583156,0.020477294921875,4,1.7976760864257812,0.06806254125925693
5.986943070834901,3.1135153092103742,0.020477294921875,8,1.7976760864257812,4.577111305050604
7.274252332308933,3.828641396489095,0.00844573974609375,16,0.6578377314976284,0.03398182230917074
5.448389135980223,3.871201010907891,0.00844573974609375,8,0.6578377314976284,3.086758831101684
4.7237109933301875,2.8134107167600364,0.00844573974609375,8,0.6578377314976284,9.497132675040524
7.220615201004698,3.9318256327243257,0.00844573974609375,16,0.6578377314976284,0.08191260544694623
4.628198119789139,3.970291913552122,0.00844573974609375,8,0.6578377314976284,0.06103367050466367
6.487953415981249,4.007333185232471,0.00844573974609375,16,0.6578377314976284,0.09242288647225323
5.121379170098664,3.349904087274605,0.00844573974609375,8,0.6578377314976284,14.435926888459205
3.7895322429018314,2.6741486494265287,0.00844573974609375,4,0.6578377314976284,16.033447706140123
6.974062179348844,4.07753744390572,0.00844573974609375,16,0.6578377314976284,0.012214236786185044
4.803543985186279,4.110873864173311,0.00844573974609375,8,0.6578377314976284,0.6786118461063733
4.226700266679868,2.5336968139574325,0.00844573974609375,8,0.6578377314976284,17.052442624567156
3.945815331015,3.4657359027997265,0.00844573974609375,4,0.6578377314976284,41.66373127261025
4.027532185176522,4.174387269895637,0.00844573974609375,8,0.6578377314976284,0.2874564004920882
2.8623026555558537,3.1060803307228566,0.00844573974609375,4,0.6578377314976284,14.20100658723777
1.9951281938290737,3.5263605246161616,0.00844573974609375,2,0.6578377314976284,73.77215704808476
3.760304933908256,3.5409593240373143,0.00844573974609375,4,0.6578377314976284,0.5693877631597176
4.094784548837432,4.248495242049359,0.00844573974609375,8,0.6578377314976284,0.6895022331338205
2.6227681556729836,3.1780538303479458,0.00844573974609375,4,0.6578377314976284,16.888130003872824
2.1097682238851108,2.9041650800285006,0.00844573974609375,4,0.6578377314976284,43.50044409323112
4.137483104655258,4.304065093204169,0.00844573974609375,8,0.6578377314976284,14.452859590271574
2.179724707408149,4.330733340286331,0.00844573974609375,4,0.6578377314976284,7.091450492150875
5.233988462385682,4.356708826689592,0.00844573974609375,8,0.6578377314976284,3.7854752103347162
3.5532524190331083,4.382026634673881,0.00844573974609375,4,0.6578377314976284,0.645341414056654
3.686464188480244,4.406719247264253,0.00844573974609375,4,0.6578377314976284,0.06984459972658434
5.501966392299636,4.430816798843313,0.00844573974609375,8,0.6578377314976284,0.03918917486010755
3.8083399340267494,3.068052935133617,0.00844573974609375,4,0.6578377314976284,25.20741556480088
2.7070518941543655,2.856470206220483,0.00844573974609375,4,0.6578377314976284,55.77674856130477
4.173330324083053,4.477336814478207,0.00844573974609375,8,0.6578377314976284,18.730060399430997
1.709835473910423,3.1135153092103742,0.00844573974609375,2,0.6578377314976284,71.01289009090347
3.8402614800523533,2.7191000372887952,0.00844573974609375,4,0.6578377314976284,0.030809776069337175
6.657966261395481,3.828641396489095,0.00844573974609375,16,0.6578377314976284,0.5615660209332268
3.7332647223025885,3.8394523125933104,0.00844573974609375,4,0.6578377314976284,4.356537461796523
2.2237339821522566,2.751535313041949,0.00844573974609375,4,0.6578377314976284,1.014899209173101
2.8183952907188243,4.553876891600541,0.00844573974609375,4,0.6578377314976284,0.05010609322282507
2.363802314680407,3.4760986898352733,0.00844573974609375,4,0.6578377314976284,14.924494590841213
7.9020148188944015,4.584967478670572,0.042266845703125,16,2.4492210812038846,0.011582888189472219
5.478551918128718,3.912023005428146,0.042266845703125,8,2.4492210812038846,5.297451142000355
5.418117024087211,4.61512051684126,0.042266845703125,8,2.4492210812038846,0.04315190558843145
4.262644575210616,3.9415818076696905,0.042266845703125,8,2.4492210812038846,2.7038174415279945
1.5317291924254723,2.6984807500860595,0.042266845703125,2,2.4492210812038846,39.012047707268025
4.848981805903424,4.653960350157523,0.042266845703125,8,2.4492210812038846,2.876610657597249
3.5100537812704085,3.0633909220278057,0.042266845703125,4,2.4492210812038846,14.723689902712389
4.64967045030924,2.7362210780689065,0.042266845703125,8,2.4492210812038846,0.11253985252309699
5.887929388862595,3.9982007016691985,0.042266845703125,8,2.4492210812038846,14.79440229758998
8.433025931810139,3.6018680771243066,0.0137481689453125,16,1.0238265991210938,0.012039021767950266
5.706574055678394,4.709530201312334,0.0137481689453125,8,1.0238265991210938,0.007683331712559373
2.6205361808142227,4.727387818712341,0.0137481689453125,4,1.0238265991210938,23.305956385382274
4.7372928432266725,4.74493212836325,0.0137481689453125,8,1.0238265991210938,0.5539691975510047
3.7885117602346647,4.762173934797756,0.0137481689453125,4,1.0238265991210938,0.9534882205293196
1.4132732752595243,2.6996819514316934,0.0137481689453125,2,1.0238265991210938,66.6372525025563
5.657365211191983,4.787491742782046,0.0137481689453125,8,1.0238265991210938,0.24812670907436246
0.9887482001927972,4.804021044733257,0.0137481689453125,2,1.0238265991210938,86.83149072934546
2.4271696229531945,2.740840023925201,0.0137481689453125,4,1.0238265991210938,8.590696209300525
6.446344776326121,4.135166556742356,0.0137481689453125,16,1.0238265991210938,0.06331703587858377
3.127619373662648,3.044522437723423,0.0137481689453125,4,1.0238265991210938,13.71884663101989
3.9200564775873583,4.844187086458591,0.0137481689453125,4,1.0238265991210938,19.474363667654877
6.698856861918619,3.4735180432417816,0.0137481689453125,16,1.0238265991210938,10.111858362127439
